model_id,prompt_uid,trajectory_type,is_correct,layer_index,correct_key,competitor_key,competitor_bucket,competitor_match_bucket_vs_tracing,delta,delta_bucket,drift,drift_bucket,s_attn,s_mlp,delta_step,drift_vs_delta_residual,decomp_residual
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,5,A,B,B,True,-1.0087890625,0.2205810546875,1.3876953125,0.16070556640625,0.70947265625,0.359375,1.3876953125,0.0,0.31884765625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,6,A,B,B,True,0.37890625,0.38128662109375,-0.583984375,0.06390380859375,1.338623046875,0.049072265625,-0.583984375,0.0,-1.9716796875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,7,A,C,B,False,-0.205078125,0.4451904296875,-0.5908203125,-0.0423583984375,0.300048828125,-1.4345703125,-0.5908203125,0.0,0.543701171875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,8,A,C,B,False,-0.7958984375,0.40283203125,1.9912109375,-0.0518798828125,0.662109375,-1.2529296875,1.9912109375,0.0,2.58203125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,9,A,B,B,True,1.1953125,0.3509521484375,-0.408203125,-0.0465087890625,0.9873046875,0.0654296875,-0.408203125,0.0,-1.4609375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,10,A,C,B,False,0.787109375,0.304443359375,-0.197265625,0.042083740234375,0.353515625,-1.30859375,-0.197265625,0.0,0.7578125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,11,A,B,B,True,0.58984375,0.346527099609375,-0.69140625,0.080596923828125,-0.48828125,0.205078125,-0.69140625,0.0,-0.408203125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,12,A,D,B,False,-0.1015625,0.4271240234375,-1.3984375,-0.124267578125,0.25,-2.658203125,-1.3984375,0.0,1.009765625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,13,A,C,D,False,-1.5,0.3028564453125,0.53515625,0.2620849609375,-0.2265625,-1.90625,0.53515625,0.0,2.66796875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,14,A,C,D,False,-0.96484375,0.56494140625,0.1640625,-0.0611572265625,-0.1875,0.72265625,0.1640625,0.0,-0.37109375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,15,A,C,D,False,-0.80078125,0.5037841796875,-0.302734375,-0.036376953125,0.94140625,-0.77734375,-0.302734375,0.0,-0.466796875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,16,A,D,B,False,-1.103515625,0.4674072265625,0.51171875,-0.0509033203125,-0.29296875,-0.947265625,0.51171875,0.0,1.751953125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,17,A,D,D,True,-0.591796875,0.41650390625,1.158203125,-0.038970947265625,0.435546875,0.076171875,1.158203125,0.0,0.646484375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,18,A,D,C,False,0.56640625,0.377532958984375,-1.44140625,0.454803466796875,-0.515625,1.673828125,-1.44140625,0.0,-2.599609375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,19,A,D,C,False,-0.875,0.83233642578125,-0.75390625,-0.17315673828125,-0.18359375,-1.2578125,-0.75390625,0.0,0.6875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,20,A,D,B,False,-1.62890625,0.6591796875,3.078125,1.5530548095703125,0.10546875,-0.859375,3.078125,0.0,3.83203125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,21,A,B,B,True,1.44921875,2.2122344970703125,0.33203125,0.4977264404296875,1.76953125,1.2578125,0.33203125,0.0,-2.6953125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,22,A,B,B,True,1.78125,2.7099609375,1.4375,0.7705078125,1.4296875,-1.09765625,1.4375,0.0,1.10546875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,23,A,B,B,True,3.21875,3.48046875,0.15625,0.7421875,2.43359375,-0.99609375,0.15625,0.0,-1.28125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,24,A,B,B,True,3.375,4.22265625,-1.2265625,-1.25390625,-0.0625,0.21875,-1.2265625,0.0,-1.3828125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,25,A,B,B,True,2.1484375,2.96875,-1.2421875,-0.828125,0.1171875,-1.34375,-1.2421875,0.0,-0.015625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,26,A,B,B,True,0.90625,2.140625,0.420654296875,-0.09375,-0.6875,-0.5546875,0.420654296875,0.0,1.662841796875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10859,stable_correct,True,27,A,B,B,True,1.326904296875,2.046875,0.0,0.0,-0.19140625,-0.255859375,,,0.447265625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,0,A,D,B,False,-0.0341796875,0.0485687255859375,0.0830078125,0.0142059326171875,1.888427734375,-1.0947265625,0.0830078125,0.0,-0.710693359375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,1,A,B,B,True,0.048828125,0.062774658203125,-1.66796875,-0.0299072265625,0.2265625,-0.5546875,-1.66796875,0.0,-1.33984375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,2,A,B,B,True,-1.619140625,0.032867431640625,-0.56494140625,-0.08172607421875,-0.3671875,-1.30078125,-0.56494140625,0.0,1.10302734375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,3,A,B,B,True,-2.18408203125,-0.048858642578125,-0.8927001953125,0.124420166015625,-0.7734375,0.20849609375,-0.8927001953125,0.0,-0.3277587890625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,4,A,B,B,True,-3.0767822265625,0.0755615234375,1.194580078125,0.15087890625,0.34716796875,-1.2398681640625,1.194580078125,0.0,2.0872802734375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,5,A,B,B,True,-1.8822021484375,0.2264404296875,1.1531982421875,0.08245849609375,0.9244384765625,0.2701416015625,1.1531982421875,0.0,-0.0413818359375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,6,A,B,B,True,-0.72900390625,0.30889892578125,0.05517578125,0.02294921875,1.1695556640625,-0.016357421875,0.05517578125,0.0,-1.0980224609375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,7,A,C,B,False,-0.673828125,0.33184814453125,-1.1623687744140625,-0.176605224609375,0.5234375,-1.433349609375,-1.1623687744140625,0.0,-0.2524566650390625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,8,A,C,B,False,-1.8361968994140625,0.155242919921875,2.4455718994140625,0.1715087890625,0.5234375,-1.6858062744140625,2.4455718994140625,0.0,3.607940673828125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,9,A,B,B,True,0.609375,0.326751708984375,-0.765625,-0.18072509765625,1.5402984619140625,0.279296875,-0.765625,0.0,-2.5852203369140625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,10,A,B,B,True,-0.15625,0.146026611328125,-0.56640625,0.11169815063476562,0.330078125,-1.095703125,-0.56640625,0.0,0.19921875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,11,A,B,B,True,-0.72265625,0.2577247619628906,-0.37109375,0.10360336303710938,-0.09375,-0.47265625,-0.37109375,0.0,0.1953125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,12,A,D,B,False,-1.09375,0.361328125,-0.900390625,0.085418701171875,0.27001953125,-1.98486328125,-0.900390625,0.0,0.814453125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,13,A,C,B,False,-1.994140625,0.446746826171875,0.849609375,0.208526611328125,0.474609375,-2.52734375,0.849609375,0.0,2.90234375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,14,A,C,B,False,-1.14453125,0.6552734375,0.2265625,0.060546875,0.048828125,0.80078125,0.2265625,0.0,-0.623046875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,15,A,C,D,False,-0.91796875,0.7158203125,-0.1796875,-0.134521484375,0.9296875,-0.703125,-0.1796875,0.0,-0.40625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,16,A,D,B,False,-1.09765625,0.581298828125,0.126953125,-0.0560302734375,-0.28515625,-0.8125,0.126953125,0.0,1.224609375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,17,A,D,D,True,-0.970703125,0.5252685546875,0.30859375,0.1864013671875,0.53125,-0.404296875,0.30859375,0.0,0.181640625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,18,A,D,C,False,-0.662109375,0.711669921875,-1.451171875,-0.1162109375,-0.2109375,0.51953125,-1.451171875,0.0,-1.759765625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,19,A,D,D,True,-2.11328125,0.595458984375,-0.408203125,0.362548828125,0.779296875,-2.23046875,-0.408203125,0.0,1.04296875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,20,A,D,B,False,-2.521484375,0.9580078125,4.525390625,1.1102294921875,0.0234375,-0.431640625,4.525390625,0.0,4.93359375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,21,A,D,B,False,2.00390625,2.0682373046875,-0.66015625,-0.0203857421875,2.255859375,2.26953125,-0.66015625,0.0,-5.185546875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,22,A,D,D,True,1.34375,2.0478515625,2.6875,1.1484375,1.265625,-1.92578125,2.6875,0.0,3.34765625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,23,A,B,B,True,4.03125,3.1962890625,-1.8046875,0.2724609375,2.26171875,-0.41796875,-1.8046875,0.0,-3.6484375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,24,A,D,D,True,2.2265625,3.46875,-1.2109375,-1.1796875,-2.9375,0.9140625,-1.2109375,0.0,0.8125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,25,A,D,D,True,1.015625,2.2890625,1.6328125,0.57421875,-0.6875,-0.5234375,1.6328125,0.0,2.84375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,26,A,B,B,True,2.6484375,2.86328125,-1.38671875,-0.26953125,-1.90625,-0.109375,-1.38671875,0.0,0.62890625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1235,stable_correct,True,27,A,D,D,True,1.26171875,2.59375,0.0,0.0,-0.76171875,-0.9375,,,1.69921875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,0,A,D,B,False,0.5654296875,0.027679443359375,-0.4501953125,-0.013214111328125,2.109130859375,-0.7158203125,-0.4501953125,0.0,-1.843505859375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,1,A,B,B,True,0.115234375,0.01446533203125,-1.814453125,-0.06005859375,0.123046875,-0.5869140625,-1.814453125,0.0,-1.3505859375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,2,A,B,B,True,-1.69921875,-0.04559326171875,-0.424560546875,-0.098358154296875,-0.306640625,-1.5078125,-0.424560546875,0.0,1.389892578125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,3,A,B,B,True,-2.123779296875,-0.143951416015625,-0.7166213989257812,0.159027099609375,-0.830810546875,0.40625,-0.7166213989257812,0.0,-0.29206085205078125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,4,A,B,B,True,-2.8404006958007812,0.01507568359375,1.2945022583007812,0.1553955078125,0.492919921875,-1.2095413208007812,1.2945022583007812,0.0,2.0111236572265625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,5,A,B,B,True,-1.5458984375,0.17047119140625,0.7955322265625,0.038356781005859375,0.7041702270507812,0.59033203125,0.7955322265625,0.0,-0.49897003173828125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,6,A,B,B,True,-0.7503662109375,0.20882797241210938,-0.0025634765625,0.12808609008789062,1.117919921875,-0.3223876953125,-0.0025634765625,0.0,-0.798095703125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,7,A,B,B,True,-0.7529296875,0.3369140625,-1.21875,-0.2275390625,0.3853759765625,-0.387939453125,-1.21875,0.0,-1.2161865234375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,8,A,C,B,False,-1.9716796875,0.109375,1.9326171875,0.16558837890625,0.9404296875,-2.2822265625,1.9326171875,0.0,3.2744140625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,9,A,B,B,True,-0.0390625,0.27496337890625,-0.392578125,-0.170196533203125,1.93359375,-0.458984375,-0.392578125,0.0,-1.8671875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,10,A,B,B,True,-0.431640625,0.104766845703125,-0.205078125,0.129302978515625,0.54296875,-0.935546875,-0.205078125,0.0,0.1875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,11,A,B,B,True,-0.63671875,0.23406982421875,0.36328125,0.0859375,-0.044921875,-0.16015625,0.36328125,0.0,0.568359375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,12,A,D,B,False,-0.2734375,0.32000732421875,-1.390625,0.13824462890625,0.41015625,-1.71875,-1.390625,0.0,-0.08203125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,13,A,D,B,False,-1.6640625,0.458251953125,0.140625,0.1290283203125,0.59765625,-1.98828125,0.140625,0.0,1.53125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,14,A,C,B,False,-1.5234375,0.5872802734375,0.48046875,0.0989990234375,-0.18359375,0.17578125,0.48046875,0.0,0.48828125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,15,A,C,B,False,-1.04296875,0.686279296875,0.0078125,0.0543212890625,0.7734375,-0.29296875,0.0078125,0.0,-0.47265625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,16,A,D,B,False,-1.03515625,0.7406005859375,0.7578125,-0.31201171875,-0.3671875,-0.890625,0.7578125,0.0,2.015625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,17,A,D,D,True,-0.27734375,0.4285888671875,0.287109375,0.5562744140625,0.52734375,0.23046875,0.287109375,0.0,-0.470703125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,18,A,D,C,False,0.009765625,0.98486328125,-0.478515625,0.25262451171875,-0.732421875,1.01953125,-0.478515625,0.0,-0.765625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,19,A,D,D,True,-0.46875,1.23748779296875,-0.90234375,-0.16180419921875,0.537109375,-1.015625,-0.90234375,0.0,-0.423828125
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,20,A,D,B,False,-1.37109375,1.07568359375,4.12109375,1.5283203125,0.2421875,-1.14453125,4.12109375,0.0,5.0234375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,21,A,D,B,False,2.75,2.60400390625,-0.546875,0.346099853515625,2.2578125,1.86328125,-0.546875,0.0,-4.66796875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,22,A,C,B,False,2.203125,2.950103759765625,3.0859375,1.228607177734375,1.888671875,-3.404296875,3.0859375,0.0,4.6015625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,23,A,C,B,False,5.2890625,4.1787109375,7.78515625,6.83740234375,2.734375,0.3515625,7.78515625,0.0,4.69921875
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,24,A,D,B,False,13.07421875,11.01611328125,-3.8125,-3.065185546875,5.59375,1.33984375,-3.8125,0.0,-10.74609375
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,25,A,D,B,False,9.26171875,7.950927734375,-4.28515625,-1.945068359375,-2.046875,-1.765625,-4.28515625,0.0,-0.47265625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,26,A,B,B,True,4.9765625,6.005859375,0.955078125,1.017578125,-3.921875,-0.6484375,0.955078125,0.0,5.525390625
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::12460,stable_correct,True,27,A,B,B,True,5.931640625,7.0234375,0.0,0.0,-0.96875,1.840087890625,,,-0.871337890625
meta-llama/Llama-3.1-8B-Instruct,main::plain_exam::mmlu::test::10136,stable_correct,True,0,B,D,A,False,-1.013671875,-0.008627891540527344,0.3408203125,0.01957988739013672,-0.54296875,-0.150390625,0.3408203125,0.0,1.0341796875
meta-llama/Llama-3.1-8B-Instruct,main::plain_exam::mmlu::test::10136,stable_correct,True,1,B,C,D,False,-0.6728515625,0.010951995849609375,0.2158203125,0.0021276473999023438,-0.5888671875,0.16796875,0.2158203125,0.0,0.63671875
meta-llama/Llama-3.1-8B-Instruct,main::plain_exam::mmlu::test::10136,stable_correct,True,2,B,C,A,False,-0.45703125,0.013079643249511719,-1.330078125,-0.016662120819091797,0.3955078125,-0.1796875,-1.330078125,0.0,-1.5458984375
meta-llama/Llama-3.1-8B-Instruct,main::plain_exam::mmlu::test::10136,stable_correct,True,3,B,A,A,True,-1.787109375,-0.003582477569580078,0.486328125,-0.017714977264404297,-0.349609375,-2.462890625,0.486328125,0.0,3.298828125
meta-llama/Llama-3.1-8B-Instruct,main::plain_exam::mmlu::test::10136,stable_correct,True,4,B,A,A,True,-1.30078125,-0.021297454833984375,1.55078125,0.007080078125,-0.4765625,0.962890625,1.55078125,0.0,1.064453125
